frame_index,frame_timestamp_sec,num_local_nodes_pre,num_local_nodes_kept,num_new_nodes,num_nodes,num_edges,num_new_edges,t_inference_ms,t_merge_ms,t_edges_ms,t_other_ms,t_frame_total_ms
1,91.163488089,119,119,119,119,346,346,2380.236358148977,73.0865818914026,28.892528964206576,41.18231707252562,2523.397786077112
9,93.405384814,126,126,126,245,712,366,191.60573510453105,5.597986048087478,2.167635830119252,1.2941029854118824,200.66545996814966
10,93.502915366,115,115,115,360,1049,337,16.750526148825884,0.573483994230628,1.9886121153831482,0.603207852691412,19.915830111131072
11,93.600333125,119,119,119,479,1393,344,16.831347020342946,0.7575268391519785,2.0598149858415127,1.0192582849413157,20.667947130277753
12,93.697804969,113,113,113,592,1706,313,17.19303405843675,4.661954008042812,3.0996310524642467,0.8177808485925198,25.77239996753633
13,93.795297853,108,108,108,700,2013,307,14.316441025584936,0.600914005190134,2.1345040295273066,0.6340378895401955,17.685896949842572
14,93.89275328,100,100,100,800,2301,288,15.071633970364928,0.7619049865752459,12.898837914690375,0.6717592477798462,29.404136119410396
15,93.990236123,103,103,103,903,2593,292,16.65537804365158,0.5883809644728899,1.956901978701353,0.5966068711131811,19.797267857939005
16,94.087700716,104,104,104,1007,2893,300,16.903862822800875,0.9006550535559654,2.2825109772384167,0.8425982668995857,20.929627120494843
17,94.185175726,111,111,111,1118,3216,323,37.272511050105095,0.6090898532420397,2.358312951400876,0.6822759751230478,40.92218982987106
18,94.282648777,117,117,117,1235,3556,340,15.512890880927444,0.6333747878670692,2.491813851520419,0.649875495582819,19.28795501589775
19,94.380121495,122,122,122,1357,3912,356,60.457378160208464,0.6582520436495543,3.0998808797448874,0.6161029450595379,64.83161402866244
20,94.477635089,116,116,116,1473,4250,338,15.81101887859404,2.181852934882045,2.1808610763400793,2.0623691380023956,22.23610202781856
21,94.57507014,118,118,118,1591,4593,343,90.823964914307,1.3308001216500998,4.148342879489064,0.9094630368053913,97.21257095225155
22,94.672543483,114,114,114,1705,4925,332,15.54712513461709,1.553818117827177,2.2359639406204224,0.9274047333747149,20.264311926439404
23,94.770016785,117,117,117,1822,5265,340,17.84596615470946,0.8919290266931057,3.487786976620555,0.7877848111093044,23.013466969132423
