frame_index,frame_timestamp_sec,num_local_nodes_pre,num_local_nodes_kept,num_new_nodes,num_nodes,num_edges,num_new_edges,t_inference_ms,t_merge_ms,t_edges_ms,t_other_ms,t_frame_total_ms
67,68.939543981,328,27,2,181,584,8,26.300783967599273,0.6644530221819878,0.8167179767042398,0.6469711661338806,28.42892613261938
68,69.036978991,340,24,2,183,590,6,26.88774303533137,0.5778411868959665,0.722220866009593,0.611254945397377,28.799060033634305
69,69.134454292,333,32,4,187,606,16,28.38346199132502,0.6579819601029158,0.8747871033847332,0.6488619837909937,30.565093038603663
70,69.231927302,348,28,1,188,606,0,32.82247786410153,0.5783631931990385,1.073399093002081,0.6851009093225002,35.15934105962515
71,69.329400895,334,25,2,190,610,4,35.2450511418283,8.061163825914264,1.0080661159008741,5.268338834866881,49.58261991851032
72,69.426895613,333,27,3,193,617,7,27.061148080974817,0.5548880435526371,0.7615049835294485,0.6084276828914881,28.98596879094839
73,69.524347706,333,25,2,195,622,5,27.148130116984248,0.5873390473425388,0.6955710705369711,0.6053936667740345,29.036433901637793
74,69.621862966,335,31,2,197,629,7,29.706237139180303,0.6390160415321589,0.8372159209102392,0.7014530710875988,31.8839221727103
75,69.719295434,331,21,2,199,635,6,26.529232040047646,0.7045988459140062,0.7526280824095011,1.657330896705389,29.643789865076542
76,69.816771319,332,28,4,203,646,11,30.930246924981475,0.8953448850661516,0.8303939830511808,0.6810552440583706,33.33704103715718
77,69.914250121,321,28,4,207,658,12,28.831019066274166,0.8967178873717785,1.0705338791012764,0.8200232405215502,31.61829407326877
78,70.011761464,324,25,2,209,666,8,26.66651806794107,0.5792840383946896,0.7235740777105093,0.6089599337428808,28.57833611778915
79,70.109190598,331,24,3,212,675,9,27.473598020151258,0.633015064522624,0.7467069663107395,0.5930110346525908,29.446331085637212
80,70.20666815,335,30,2,214,685,10,27.11627003736794,0.5694548599421978,0.796640058979392,0.6009859498590231,29.083350906148553
81,70.304185868,335,26,4,218,691,6,32.30712399818003,0.8928708266466856,0.7789579685777426,0.6987960077822208,34.67774880118668
82,70.401613086,334,27,3,221,704,13,28.484361013397574,0.5814479663968086,0.777343986555934,0.6192580331116915,30.46241099946201
83,70.499085429,338,28,1,222,714,10,39.30733213201165,0.6383839063346386,0.814714003354311,0.6411820650100708,41.40161210671067
84,70.596559314,331,26,1,223,717,3,39.40165904350579,1.1851971503347158,0.77397795394063,0.68284897133708,42.043683119118214
85,70.694033366,333,31,2,225,725,8,32.83931012265384,0.5816989578306675,0.7997769862413406,0.6150489207357168,34.83583498746157
86,70.791506209,339,26,2,227,730,5,36.350970854982734,0.7666549645364285,0.8598689455538988,0.7303862366825342,38.707881001755595
87,70.888980468,334,29,1,228,736,6,35.30785790644586,0.725496793165803,1.3214328791946173,6.471451371908188,43.82623895071447
88,70.98645652,336,25,2,230,741,5,32.277807826176286,0.9488959331065416,1.0198589880019426,0.663381302729249,34.90994405001402
89,71.083928821,339,26,2,232,747,6,25.996806100010872,0.6118051242083311,0.7913410663604736,0.6368097383528948,28.03676202893257
90,71.181401914,341,23,1,233,750,3,37.34286688268185,3.6316849291324615,0.9838109835982323,7.349222199991345,49.307584995403886
91,71.278921799,336,24,2,235,754,4,27.033676160499454,0.6099410820752382,0.7283431477844715,0.6667475681751966,29.03870795853436
92,71.376350226,339,25,6,241,769,15,31.391941010951996,0.8901259861886501,0.723895151168108,0.8263059426099062,33.83226809091866
93,71.473824111,334,25,1,242,776,7,32.989169005304575,0.5821590311825275,0.7134249899536371,0.7007219828665257,34.985475009307265
94,71.571310704,341,25,3,245,783,7,39.738348918035626,1.4134550001472235,1.3391459360718727,0.7168210577219725,43.207770911976695
95,71.66877288,328,23,1,246,788,5,29.737015021964908,1.2561199255287647,1.3578610960394144,0.636169919744134,32.98716596327722
96,71.766244348,338,26,4,250,796,8,34.50473607517779,0.5747750401496887,0.7603031117469072,0.6402377039194107,36.480051930993795
97,71.863717733,321,26,3,253,809,13,32.472232123836875,0.563083915039897,0.759301008656621,0.6083881016820669,34.40300514921546
98,71.961192201,324,22,2,255,822,13,26.987018063664436,0.8914489299058914,0.7166010327637196,0.6654139142483473,29.260481940582395
99,72.058665169,335,28,2,257,833,11,36.896070931106806,0.9520209860056639,0.8364950772374868,0.9658981580287218,39.65048515237868
100,72.156138721,330,28,5,262,845,12,30.49284894950688,0.5925190635025501,0.7658330723643303,0.6211120635271072,32.47231314890087
101,72.253624522,335,27,0,262,851,6,32.742457929998636,0.48780301585793495,0.7800988387316465,0.6138591561466455,34.62421894073486
102,72.35108799,337,26,4,266,865,14,30.89041286148131,0.731439096853137,1.1136240791529417,0.6594730075448751,33.39494904503226
103,72.44856075,344,26,1,267,866,1,31.804392812773585,0.5843429826200008,0.7661839481443167,0.6229553837329149,33.77787512727082
104,72.54607576,329,26,0,267,867,1,26.03996591642499,0.6063650362193584,0.8127209730446339,0.9393282234668732,28.398380149155855
105,72.643516353,332,25,4,271,883,16,26.892452035099268,0.5752260331064463,0.7473679725080729,0.6223050877451897,28.837351128458977
106,72.740981988,335,28,3,274,896,13,35.709970863536,0.7217710372060537,0.8152858354151249,0.6511183455586433,37.89814608171582
107,72.838456789,339,32,3,277,901,5,38.87633606791496,0.6833791267126799,2.583754016086459,0.70547079667449,42.84894000738859
108,72.935929299,320,25,2,279,910,9,32.492069993168116,1.506259199231863,1.4656721614301205,1.5478467103093863,37.011848064139485
109,73.033405267,330,27,1,280,914,4,29.119348153471947,1.6331158112734556,1.4654719270765781,0.6800629198551178,32.8979988116771
110,73.130876777,331,25,3,283,926,12,26.016502175480127,1.688229152932763,1.2301020324230194,0.6910036318004131,29.625836992636323
111,73.22835212,328,23,5,288,941,15,25.623447028920054,0.5684429779648781,0.7486108224838972,0.6046823691576719,27.5451831985265
112,73.325825047,326,27,1,289,943,2,43.85132482275367,1.126087037846446,1.6075780149549246,1.0238462127745152,47.608836088329554
113,73.423299515,336,28,5,294,959,16,32.639375887811184,0.7060409989207983,1.1815410107374191,2.0317810121923685,36.55873890966177
114,73.520772941,322,32,3,297,968,9,24.810856906697154,0.566661125048995,0.7956288754940033,0.6057419814169407,26.778888888657093
115,73.618246576,315,32,3,300,979,11,30.3825621958822,0.7264891173690557,0.8155161049216986,4.188928520306945,36.1134959384799
116,73.715719919,327,39,3,303,987,8,34.570849034935236,1.3122858945280313,1.1136939283460379,0.7656731177121401,37.762501975521445
118,73.910666605,321,31,11,314,1025,38,25.244677904993296,0.5808570422232151,0.8157568518072367,0.631081173196435,27.272372972220182
119,74.008139449,326,33,6,320,1050,25,25.077395141124725,0.5715000443160534,1.5029329806566238,0.6166528910398483,27.76848105713725
120,74.105614333,321,30,1,321,1054,4,28.90585921704769,0.678960932418704,0.8379779756069183,0.6439238786697388,31.066722003743052
121,74.203088635,325,34,2,323,1061,7,35.33061104826629,0.5604878533631563,0.816156854853034,0.6191693246364594,37.32642508111894
122,74.300562645,332,28,4,327,1072,11,35.922379000112414,0.6348779425024986,0.8142930455505848,0.6756938528269529,38.04724384099245
123,74.398035029,329,34,2,329,1079,7,40.448357816785574,0.6713659968227148,4.691960057243705,0.8294321596622467,46.64111603051424
124,74.495509456,327,25,4,333,1092,13,39.83221482485533,1.235442003235221,1.9198618829250336,0.8988822810351849,43.88640099205077
125,74.592982716,321,32,1,334,1095,3,35.79658316448331,1.3292969670146704,1.2096429709345102,0.7675569504499435,39.10308005288243
126,74.690459767,328,29,4,338,1107,12,37.451238837093115,0.6062539760023355,1.8711709417402744,0.9508002549409866,40.87946400977671
127,74.787930694,334,34,4,342,1120,13,34.285706002265215,10.485179955139756,1.8613929860293865,0.6745029240846634,47.30678186751902
128,74.885404245,332,32,1,343,1128,8,27.840786147862673,0.5827799905091524,0.8186819031834602,0.6114637944847345,29.85371183604002
129,74.982878921,334,29,0,343,1131,3,25.707775028422475,0.4875818267464638,0.7718151900917292,0.5999819841235876,27.567154029384255
130,75.080352723,324,30,2,345,1136,5,26.975277112796903,0.5816388875246048,0.7909499108791351,0.6887279450893402,29.036593856289983
131,75.177825524,316,28,7,352,1159,23,25.05223802290857,1.0581209789961576,0.9608480613678694,0.6200887728482485,27.691295836120844
132,75.275338409,322,32,5,357,1177,18,27.033986058086157,0.5722709465771914,0.8162169251590967,0.6144901271909475,29.036964057013392
133,75.372774127,311,27,0,357,1177,0,25.248816004022956,0.5525539163500071,0.8251739200204611,0.6362302228808403,27.262774063274264
134,75.470246804,312,27,5,362,1197,20,25.89957299642265,1.062859082594514,0.7846779190003872,0.7576891221106052,28.504799120128155
135,75.567758855,317,28,0,362,1204,7,26.413524989038706,0.49072783440351486,0.8147640619426966,0.6164251826703548,28.335442068055272
136,75.665232698,305,32,2,364,1208,4,32.19237900339067,0.6300690583884716,1.3262720312923193,0.6490037776529789,34.79772387072444
137,75.762668166,301,29,3,367,1215,7,30.390667961910367,0.5797338671982288,1.04037718847394,0.7720650173723698,32.782844034954906
138,75.860142593,300,32,2,369,1220,5,25.053721154108644,1.8508729990571737,1.1280099861323833,0.686093932017684,28.718698071315885
139,75.957615561,310,22,0,369,1227,7,26.15786693058908,0.5210249219089746,0.7742189336568117,0.6672083400189877,28.120319126173854
140,76.055089488,308,33,4,373,1240,13,27.410380076617002,0.8277788292616606,1.4153479132801294,0.6509290542453527,30.304435873404145
141,76.152566497,308,23,2,375,1251,11,28.802976943552494,0.5949840415269136,0.8286910597234964,0.6607649847865105,30.887417029589415
142,76.250046549,310,34,2,377,1252,1,30.10426089167595,1.0546029079705477,0.9668988641351461,0.7371003739535809,32.862863037735224
143,76.347509892,310,25,0,377,1253,1,27.44629792869091,0.5099140107631683,6.963799940422177,0.6387562025338411,35.5587680824101
144,76.445005902,310,29,1,378,1260,7,27.096051955595613,0.8576249238103628,1.6808551736176014,0.6410200148820877,30.275552067905664
145,76.542457911,308,29,2,380,1270,10,25.037711020559072,1.0528101120144129,1.1729050893336535,0.6311608012765646,27.894587023183703
146,76.639932421,312,30,0,380,1272,2,34.81717105023563,0.49606803804636,1.0469600092619658,0.8078708779066801,37.168069975450635
147,76.737404973,309,29,1,381,1278,6,40.181386983022094,1.4852897729724646,1.127640949562192,0.6613573059439659,43.455675011500716
148,76.834879733,314,22,3,384,1283,5,26.366386096924543,0.5759082268923521,0.6913538090884686,0.6213327869772911,28.254980919882655
149,76.932352492,304,24,4,388,1292,9,29.6005189884454,0.6324939895421267,0.7500830106437206,0.6538531742990017,31.63694916293025
150,77.029826627,303,31,3,391,1304,12,39.1129890922457,8.907968876883388,1.163095934316516,7.0464652962982655,56.23051919974387
151,77.127301262,300,28,2,393,1312,8,25.32380702905357,0.6634921301156282,0.890607014298439,0.7402128539979458,27.618119027465582
152,77.22477498,300,21,4,397,1323,11,37.49479097314179,0.6664569955319166,0.7547920104116201,0.6479930598288774,39.564033038914204
153,77.322248115,295,23,3,400,1340,17,43.6443779617548,0.6167038809508085,3.8538509979844093,0.7652421481907368,48.88017498888075
154,77.419723125,292,22,0,400,1342,2,39.54243194311857,0.5263150669634342,2.5627349968999624,0.7923122029751539,43.42379420995712
156,77.614670061,295,26,6,406,1351,9,29.757893178611994,0.7523880340158939,0.7920521311461926,1.3478316832333803,32.65016502700746
157,77.712143654,288,21,2,408,1356,5,38.364298176020384,0.5999021232128143,2.5267081800848246,0.7736876141279936,42.264596093446016
158,77.809616997,290,25,2,410,1362,6,33.83866022340953,0.841805012896657,0.7638290990144014,2.673081820830703,38.117376156151295
159,77.907091882,288,24,1,411,1369,7,35.37128702737391,0.5767790134996176,0.7130540907382965,0.6076979916542768,37.2688181232661
160,78.004564225,286,24,3,414,1376,7,23.927133064717054,0.563665060326457,0.7055809255689383,0.6209800485521555,25.817359099164605
161,78.102050443,317,17,6,420,1384,8,32.07568102516234,0.6800219416618347,0.7556339260190725,2.586639951914549,36.097976844757795
162,78.199511495,301,26,1,421,1394,10,29.7040028963238,0.9315330535173416,0.805828021839261,0.7781761232763529,32.219540094956756
163,78.296986171,300,24,2,423,1405,11,33.716140082105994,0.802632188424468,0.753290019929409,4.747011698782444,40.019073989242315
164,78.394512223,297,22,3,426,1414,9,35.68314085714519,0.9224859531968832,0.7980929221957922,3.053354099392891,40.45707383193076
165,78.491933857,295,18,1,427,1415,1,24.468895979225636,0.6259011570364237,0.7155989296734333,0.6278860382735729,26.438282104209065
166,78.58940695,300,18,4,431,1418,3,25.481130927801132,1.34469592012465,0.7867920212447643,0.8324980735778809,28.445116942748427
167,78.686880127,283,20,4,435,1418,0,24.916284019127488,1.7375210300087929,3.093097824603319,0.72440505027771,30.47130792401731
168,78.784355012,292,22,3,438,1423,5,35.393990110605955,0.646169064566493,0.7655220106244087,0.6465297192335129,37.45221090503037
169,78.88182748,297,23,2,440,1437,14,37.328570149838924,0.6066351197659969,5.012530134990811,0.9346276056021452,43.88236301019788
170,78.979302281,285,22,3,443,1449,12,28.818985912948847,0.5697659216821194,0.7087059784680605,0.6184082012623549,30.71586601436138
171,79.076777374,293,20,0,443,1453,4,41.54185322113335,0.7776960264891386,1.3484740629792213,0.7515545003116131,44.419577810913324
172,79.174248843,299,20,2,445,1458,5,29.668386094272137,0.6271130405366421,0.7118219509720802,0.6360809784382582,31.643402064219117
173,79.271722602,291,17,1,446,1466,8,26.01182390935719,0.5773308221250772,0.774820102378726,0.8120590355247259,28.17603386938572
174,79.369197071,294,17,6,452,1479,13,30.39035713300109,0.687094870954752,0.6958718877285719,1.9230889156460762,33.69641280733049
175,79.466670914,286,19,3,455,1482,3,38.009013049304485,0.568414106965065,2.6077800430357456,0.6940090097486973,41.87921620905399
176,79.564147382,286,12,0,455,1487,5,23.401849903166294,1.0315300896763802,0.8770220447331667,0.8350119460374117,26.145413983613253
177,79.661618017,284,16,2,457,1490,3,32.66580402851105,0.5745049566030502,3.8333528209477663,0.7470180280506611,37.820679834112525
178,79.759092151,281,17,0,457,1495,5,25.16690199263394,6.968610221520066,1.7480009701102972,4.605247871950269,38.48876105621457
179,79.856567411,271,16,1,458,1500,5,41.296904906630516,0.7562250830233097,0.7194459903985262,1.3335160911083221,44.106092071160674
180,79.954040088,268,15,2,460,1504,4,33.83873007260263,0.5637139547616243,0.7040968630462885,0.6167851388454437,35.723326029255986
181,80.051513806,268,16,1,461,1505,1,33.01564906723797,0.5833420436829329,0.6955720018595457,0.6269118748605251,34.92147498764098
182,80.148987316,266,12,1,462,1509,4,23.954975185915828,0.5657689180225134,0.6600450724363327,0.6150996778160334,25.795888854190707
183,80.246460409,254,11,0,462,1509,0,30.350761953741312,0.5385580006986856,2.66478699631989,0.7426701486110687,34.296777099370956
185,80.441408512,266,11,1,463,1512,3,30.342017067596316,0.6544250063598156,0.7104789838194847,0.6560978945344687,32.363018952310085
186,80.538882313,270,15,2,465,1521,9,30.122806085273623,0.8145938627421856,0.8178511634469032,0.6851418875157833,32.440392998978496
187,80.636356573,273,16,3,468,1534,13,27.75537595152855,1.2563709169626236,1.2700569350272417,0.6607561372220516,30.942559940740466
188,80.733829749,275,12,4,472,1546,12,27.526387944817543,0.6259209476411343,0.7097979541867971,0.6472612731158733,29.509368119761348
189,80.831306801,279,16,1,473,1548,2,32.20497188158333,0.5766290705651045,0.6874559912830591,0.7324619218707085,34.201518865302205
190,80.928780227,269,13,4,477,1564,16,27.09032199345529,0.7228420581668615,0.7238138932734728,0.8197540882974863,29.35673203319311
191,81.026253445,260,13,1,478,1568,4,26.859459932893515,0.652211019769311,0.6932469550520182,1.4844269026070833,29.689344810321927
192,81.123725288,270,15,2,480,1571,3,40.2376230340451,0.5649467930197716,3.278004005551338,0.7359872106462717,44.81656104326248
193,81.221197423,260,16,5,485,1582,11,25.3760339692235,1.337291905656457,0.8120601996779442,0.9283670224249363,28.453753096982837
194,81.318671766,249,10,0,485,1583,1,35.52400297485292,0.591035932302475,0.7035068701952696,0.6457481067627668,37.46429388411343
195,81.416145568,255,11,1,486,1586,3,30.692202039062977,0.9098129812628031,0.7348149083554745,0.8234502747654915,33.160280203446746
196,81.513620244,268,11,0,486,1586,0,26.390813058242202,0.5037831142544746,21.98407705873251,0.7493318989872932,49.62800513021648
197,81.611082296,271,13,2,488,1589,3,30.802898108959198,0.5855550989508629,0.7029350381344557,0.6308217998594046,32.72221004590392
198,81.708556431,277,11,2,490,1593,4,33.59680692665279,0.7523880340158939,8.312563877552748,0.7458562031388283,43.40761504136026
199,81.806030399,272,16,2,492,1601,8,32.14192413724959,0.778938177973032,0.7511149160563946,1.0109117720276117,34.68288900330663
200,81.903503033,277,11,0,492,1601,0,38.32002496346831,0.5491878837347031,4.54131793230772,0.8423661347478628,44.2528969142586
201,82.00096896,276,12,2,494,1608,7,25.17007803544402,2.0304189529269934,0.8814390748739243,0.6981368642300367,28.780072927474976
202,82.098449386,277,12,1,495,1611,3,37.36555902287364,0.607736874371767,4.1179959662258625,0.7598621305078268,42.851153993979096
203,82.195914188,278,14,1,496,1615,4,28.912581969052553,0.7506641559302807,0.6983170751482248,1.9277469255030155,32.289310125634074
204,82.293399656,277,11,0,496,1617,2,30.56155680678785,0.5225169006735086,0.7387220393866301,0.7292761001735926,32.55207184702158
205,82.390861541,272,12,1,497,1623,6,35.811770940199494,0.5807969719171524,0.7248769979923964,0.6876362022012472,37.80508111231029
206,82.488324926,270,13,0,497,1624,1,29.265832854434848,0.6319920066744089,0.7194760255515575,2.3524619173258543,32.96976280398667
207,82.585842935,268,10,4,501,1628,4,26.19437500834465,0.580185791477561,0.6909728981554508,0.6601752247661352,28.125708922743797
208,82.683273445,253,9,0,501,1630,2,24.846743792295456,0.5111258942633867,1.12957414239645,0.7755612023174763,27.26300503127277
210,82.878265923,254,14,2,503,1643,13,30.19233699887991,0.9187189862132072,0.8556907996535301,0.7025741506367922,32.66932093538344
211,82.975694058,268,16,2,505,1652,9,40.648662019521,0.6071159150451422,4.833084065467119,0.9784309659153223,47.06729296594858
212,83.073167443,265,10,0,505,1653,1,35.83545587025583,0.800668029114604,0.9534349665045738,0.7347241044044495,38.324282970279455
213,83.170640702,262,13,2,507,1661,8,24.677396984770894,0.9620098862797022,1.8681660294532776,0.6835691165179014,28.191142017021775
214,83.268115962,255,11,0,507,1661,0,37.58402820676565,0.9289379231631756,1.6159540973603725,4.411384928971529,44.54030515626073
215,83.365589847,249,18,3,510,1669,8,26.122701121494174,0.560668995603919,0.6940490566194057,0.6020758301019669,27.979495003819466
216,83.46306194,240,16,0,510,1674,5,26.57051896676421,0.48993690870702267,0.7153390906751156,0.766444019973278,28.542238986119628
217,83.560536658,233,17,3,513,1683,9,20.91608801856637,11.012777220457792,3.879921045154333,0.6695527117699385,36.478338995948434
218,83.658010751,242,14,2,515,1689,6,30.48929199576378,0.7665848825126886,0.7547130808234215,2.799927955493331,34.81051791459322
219,83.755491595,238,18,0,515,1692,3,25.925792986527085,0.8514830842614174,0.7371800020337105,0.6924548652023077,28.20691093802452
220,83.852958104,228,15,3,518,1695,3,28.821510961279273,0.9447080083191395,0.7123132236301899,0.6742009427398443,31.152733135968447
221,83.950431114,223,10,1,519,1698,3,24.947260972112417,1.2511308304965496,1.2683330569416285,0.6601361092180014,28.126860968768597
222,84.047904874,236,10,2,521,1703,5,30.330594861879945,1.034206012263894,0.6972351111471653,2.9622120782732964,35.0242480635643
223,84.145379634,242,13,0,521,1706,3,25.072656106203794,1.0889980476349592,0.7507549598813057,0.8043039124459028,27.716713026165962
224,84.242852519,245,11,1,522,1714,8,28.106171870604157,0.8357239421457052,0.7366081699728966,2.0779690239578485,31.756473006680608
225,84.340326653,242,11,2,524,1721,7,29.67057004570961,11.888155015185475,1.198983984068036,0.6779080722481012,43.43561711721122
226,84.43780008,233,14,2,526,1724,3,26.019076816737652,0.6969349924474955,0.7098179776221514,0.89989323168993,28.32572301849723
227,84.535319548,231,16,5,531,1741,17,29.25721602514386,0.6539430469274521,1.2039230205118656,0.9507297072559595,32.06581179983914
228,84.632747058,235,13,2,533,1750,9,25.556923123076558,8.065551985055208,0.9764370042830706,0.7315187249332666,35.3304308373481
230,84.827749286,230,15,2,535,1759,9,29.741922859102488,0.5993610247969627,0.911074923351407,0.8712911512702703,32.12364995852113
231,84.925169462,234,10,2,537,1764,5,26.04331192560494,0.6216231267899275,0.7156489882618189,0.6377538666129112,28.018337907269597
232,85.022642847,237,12,0,537,1767,3,30.1522109657526,0.5014878697693348,11.863549007102847,0.6959540769457817,43.213201919570565
