frame_index,frame_timestamp_sec,num_input_points,num_valid_cells,num_nodes,num_edges,num_frontiers,t_parse_ms,t_emap_ms,t_local_ms,t_merge_ms,t_other_ms,t_graph_total_ms,t_frame_total_ms
48,65.624709865,42773,6323,113,1884,5,2.315524034202099,2.7910941280424595,5.628103855997324,2.234793035313487,4.9969530664384365,12.859849957749248,18.50095810368657
49,65.722145541,42742,6402,116,1132,16,2.3267350625246763,2.8121541254222393,6.332421908155084,2.896049991250038,5.074509186670184,14.302981086075306,20.00492298975587
50,65.819619968,42966,6451,117,1917,5,2.41682305932045,3.2330809626728296,7.102543953806162,2.959989942610264,6.013314938172698,16.075848834589124,22.318304050713778
51,65.917093228,42962,6522,119,1963,6,2.3922778200358152,3.4786409232765436,6.750925909727812,2.0868361461907625,6.05151685886085,14.889278914779425,21.375688957050443
52,66.014567946,42910,6558,120,1966,5,2.301278058439493,1.8400540575385094,5.948263918980956,2.1830860059708357,5.174323916435242,13.305673841387033,21.020282991230488
53,66.112041206,42943,6628,123,2025,8,2.633608877658844,5.251578986644745,8.1390340346843,3.0055257957428694,8.248237194493413,19.392797024920583,27.892787009477615
54,66.209514424,42971,6701,125,2086,7,2.347504021599889,3.2886150293052197,7.449573837220669,2.3092220071703196,8.83397413417697,18.592769978567958,24.785621091723442
55,66.306989017,43010,6810,125,1373,17,2.8160910587757826,2.869579941034317,6.565748946741223,14.126391150057316,6.624538917094469,27.31667901389301,33.56721787713468
56,66.404462652,43089,6880,126,2053,6,2.6759491302073,1.9629541784524918,6.817229790613055,3.5040690563619137,6.315521197393537,16.636820044368505,21.85266208834946
57,66.501978786,43152,6935,126,2114,6,2.3104038555175066,2.807395067065954,6.410269066691399,2.8524890076369047,5.619897972792387,14.88265604712069,20.524895982816815
58,66.599410046,43097,6982,127,2134,7,2.3822891525924206,2.99274199642241,7.0827670861035585,2.2641578689217567,6.108742905780673,15.455667860805988,21.411746041849256
59,66.696883348,43079,7015,128,2169,5,2.358284080401063,4.077951889485121,6.60034385509789,2.481956034898758,7.073859218508005,16.156159108504653,23.34358193911612
60,66.794394274,43101,7037,130,2196,7,2.363713923841715,1.7623291350901127,6.8361349403858185,3.156167920678854,5.637301364913583,15.629604225978255,20.310034044086933
61,66.891829992,43141,7142,130,1398,16,3.113929182291031,3.857370000332594,8.368833921849728,3.9267800748348236,6.3510669860988855,18.646680982783437,26.197433937340975
62,66.98930396,43250,7239,134,2178,12,2.339129103347659,2.9844860546290874,7.119816029444337,2.4786898866295815,5.781861953437328,15.380367869511247,21.5225531719625
63,67.086778095,43227,7313,134,2224,11,3.1782391015440226,3.477969905361533,6.977749988436699,2.263306174427271,5.40533778257668,14.64639394544065,21.8790911603719
64,67.184251938,43306,7384,135,2263,10,2.3537161760032177,3.166306996718049,6.676004966720939,1.9422960467636585,5.131284007802606,13.749585021287203,19.85609484836459
65,67.281724656,43306,7412,136,2293,9,2.5349450297653675,1.9707789178937674,7.159701082855463,1.9902451895177364,5.5826997850090265,14.732646057382226,19.778409972786903
66,67.379200333,43310,7441,137,2313,10,2.289875876158476,3.1522801145911217,8.070235140621662,2.1809821482747793,5.898649804294109,16.14986709319055,22.20794721506536
67,67.476672343,43479,7486,138,1230,23,2.3379959166049957,2.8978539630770683,9.569610934704542,2.817122032865882,5.556922173127532,17.943655140697956,23.795558139681816
68,67.574153394,43481,7589,140,2302,12,3.137202002108097,3.558139083907008,7.002996979281306,2.027645939961076,5.278259050101042,14.308901969343424,21.573869045823812
69,67.671621404,43779,7693,141,2366,11,2.323238179087639,1.7521590925753117,6.536083994433284,2.5199968367815018,5.501496372744441,14.557577203959227,19.17143282480538
70,67.769095414,43906,7780,142,2391,11,2.413606969639659,3.0868169851601124,7.363392040133476,2.393048955127597,5.872091045603156,15.62853204086423,21.710145054385066
71,67.866568257,43860,7829,143,2416,11,2.3837119806557894,3.679828019812703,10.765539947897196,2.133323112502694,5.993016762658954,18.891879823058844,25.532258907333016
72,67.964042267,44002,7765,145,2465,10,2.3224169854074717,3.3717008773237467,6.837217137217522,2.0207019988447428,5.838227923959494,14.696147060021758,20.977152045816183
73,68.061515693,44018,7632,146,1619,17,2.5804699398577213,2.9206869658082724,7.741238921880722,3.559011034667492,6.265948060899973,17.566198017448187,23.66809919476509
74,68.158988828,44054,7614,147,2399,14,2.6313350535929203,3.421684028580785,6.725188111886382,2.596680074930191,6.661657942458987,15.98352612927556,22.693946957588196
75,68.256463879,44048,7685,148,2472,12,2.3350000847131014,1.754523953422904,7.542456965893507,3.1423219479620457,5.783194210380316,16.46797312423587,21.177208051085472
76,68.353937431,44184,7796,151,2557,11,2.7668080292642117,3.478189930319786,8.830216946080327,4.542702110484242,6.069049937650561,19.44196899421513,26.541137136518955
77,68.451410649,44184,7911,152,2572,10,2.392587950453162,2.943149069324136,6.24704291112721,2.571302931755781,6.166261155158281,14.984606998041272,21.024000830948353
78,68.54888445,44319,7931,153,2598,10,2.5252560153603554,3.3316859044134617,6.619309075176716,1.9609809387475252,6.391693139448762,14.971983153373003,21.38026710599661
79,68.646359169,44369,7825,153,1845,16,2.416512928903103,3.325995057821274,7.68900103867054,3.6987420171499252,6.552485981956124,17.94022903777659,24.266129126772285
80,68.743841637,44507,7676,155,2517,11,2.9134030919522047,5.303726997226477,7.238818798214197,2.6549200993031263,5.860899109393358,15.754638006910682,24.542215978726745
81,68.841348438,44604,7648,158,2638,11,2.455275971442461,3.7091420963406563,6.734905997291207,2.1405259612947702,5.651158047839999,14.526590006425977,21.27034217119217
82,68.938817448,44870,7795,159,2664,11,2.361009130254388,3.029800020158291,6.397083168849349,2.983825048431754,6.180768832564354,15.561677049845457,21.505892043933272
83,69.036252458,45130,8027,161,2712,10,2.3566309828311205,2.976961899548769,6.876119878143072,1.9333988893777132,5.891847191378474,14.70136595889926,20.59781295247376
84,69.133727759,45434,8218,162,2719,11,2.70156585611403,2.8433019760996103,7.189495954662561,2.033977070823312,5.814112024381757,15.03758504986763,21.23778103850782
85,69.231200769,45696,8218,162,1815,17,2.394501818343997,2.919043181464076,6.8690660409629345,2.77867098338902,7.402505958452821,17.050242982804775,23.02652900107205
86,69.328674362,45942,8035,164,2642,12,2.387759042903781,3.1942580826580524,5.902437958866358,2.5787469930946827,6.554267136380076,15.035452088341117,21.314915036782622
87,69.42616908,46091,7934,168,2763,12,2.4232259020209312,2.972192829474807,6.021400913596153,2.0053330808877945,6.055172998458147,14.081906992942095,20.21469594910741
88,69.523621173,46296,7990,170,2813,11,2.3145831655710936,2.1048791240900755,11.186318006366491,2.1463779266923666,6.885687122121453,20.21838305518031,25.19943588413298
89,69.621136433,46465,8142,172,2862,12,2.4539439473301172,3.649601014330983,6.905966205522418,2.0323339849710464,6.432779831811786,15.37108002230525,22.00563787482679
90,69.718568901,46503,8340,174,2869,12,2.3911658208817244,3.2681371085345745,6.443260004743934,1.9334789831191301,5.571407964453101,13.948146952316165,20.14822093769908
91,69.816044786,46581,8513,177,1833,18,2.365828026086092,3.0028701294213533,7.270216941833496,2.5742780417203903,6.501799914985895,16.34629489853978,22.287054918706417
92,69.913523588,46630,8138,178,2788,14,2.512803068384528,3.0305630061775446,6.521567003801465,2.5724139995872974,6.012212950736284,15.106193954125047,21.2028450332582
93,70.011034931,46600,7858,179,2894,12,3.264930797740817,3.378533059731126,7.1644100826233625,2.6430769357830286,6.043531000614166,15.851018019020557,23.07808492332697
94,70.108464065,46729,7751,182,2966,12,3.2637689728289843,3.3277778420597315,8.593033999204636,2.1293258760124445,6.612636148929596,17.334996024146676,24.51995387673378
95,70.205941617,46845,7958,184,3046,12,2.34222412109375,1.822441117838025,6.696143187582493,1.956382067874074,6.1724018305540085,14.824927086010575,19.533401122316718
96,70.303459335,46949,8254,186,3103,12,2.4013048969209194,2.8740488924086094,6.849450059235096,1.9628137815743685,6.028803996741772,14.841067837551236,20.70113690569997
97,70.400886553,47080,8597,187,2041,19,2.391085959970951,3.049206919968128,6.958433892577887,4.074416123330593,6.362247979268432,17.39509799517691,23.468466009944677
98,70.498358896,47250,8741,188,3006,11,3.1218428630381823,3.446830902248621,6.554347928613424,2.13833199813962,6.431296933442354,15.123976860195398,22.30150206014514
99,70.595832781,47265,8543,193,3240,12,2.447851002216339,2.9101769905537367,7.024538004770875,2.2944449447095394,6.178673822432756,15.49765677191317,21.455598063766956
100,70.693306833,47300,8306,195,3292,12,3.2971107866615057,3.382821101695299,7.77237699367106,3.217322053387761,7.544510997831821,18.534210044890642,25.862957816570997
101,70.790779676,47320,8225,195,3306,10,2.3750150576233864,2.8223830740898848,6.432379130274057,2.135787857696414,6.709148176014423,15.277315163984895,21.023910958319902
102,70.888253935,47329,8421,196,3313,11,2.465014113113284,2.8301971033215523,7.248756941407919,2.555452985689044,6.000131135806441,15.804341062903404,21.70952409505844
103,70.985729987,47308,8816,197,2058,19,2.4216631427407265,2.861324930563569,7.326934020966291,2.7247900143265724,5.763135850429535,15.814859885722399,21.67232404462993
104,71.083202288,47267,8803,198,3059,13,3.176935948431492,3.415952902287245,8.47968109883368,2.1409671753644943,5.596765782684088,16.217414056882262,23.399777011945844
105,71.180675381,47317,8508,200,3242,13,2.3646459449082613,2.9852171428501606,6.782955955713987,2.266201889142394,5.926852114498615,14.976009959354997,20.902452990412712
106,71.278195266,47392,8243,204,3360,12,2.6277790311723948,3.8699530996382236,10.86799195036292,3.0079400166869164,6.100957980379462,19.9768899474293,27.02938113361597
107,71.375623693,47412,8083,205,3394,11,2.346101915463805,3.341444069519639,6.318256026133895,1.9974380265921354,5.863916128873825,14.179610181599855,20.413958933204412
108,71.473097578,47450,8145,206,3427,11,2.5538199115544558,2.898935927078128,6.695552030578256,1.9825899507850409,6.0337441973388195,14.711886178702116,20.718068815767765
109,71.570584171,47520,8375,209,2121,20,3.1687309965491295,3.538514021784067,8.312067948281765,3.4447279758751392,6.672827992588282,18.429623916745186,25.936825899407268
110,71.668046347,47595,8548,212,3240,13,3.1539429910480976,2.8426810167729855,6.615462014451623,2.516159089282155,5.9203519485890865,15.051973052322865,21.622880827635527
111,71.765517815,47662,8405,214,3365,14,2.457910217344761,3.0239999759942293,6.0394140891730785,2.950082067400217,6.200374802574515,15.189870959147811,21.244172006845474
112,71.8629912,47714,8165,215,3422,14,2.353054005652666,2.9163281433284283,6.593480939045548,2.1577889565378428,6.228848127648234,14.980118023231626,20.79569292254746
113,71.960465668,47818,8091,216,3485,12,2.318057930096984,3.0229378025978804,6.103323074057698,2.1937659475952387,5.836084019392729,14.133173041045666,20.04002803005278
114,72.057938636,47930,8203,217,3509,12,2.609262941405177,3.94553504884243,6.281967973336577,2.0631919614970684,7.7618269715458155,16.10698690637946,23.222594987601042
115,72.155412188,47932,8398,218,2295,21,2.3784220684319735,2.8939771000295877,7.631604094058275,3.010906046256423,6.473345914855599,17.115856055170298,23.106658132746816
116,72.252897989,47954,8590,220,3248,17,3.165334928780794,3.1919439788907766,7.406151853501797,2.0519299432635307,5.5675620678812265,15.025643864646554,21.95408195257187
117,72.350361457,47971,8509,221,3387,16,2.5586080737411976,3.2653219532221556,6.787383928894997,2.1316190250217915,6.499535869807005,15.418538823723793,21.82110189460218
118,72.447834217,47900,8354,223,3444,15,3.3814790658652782,3.315926995128393,6.9538860116153955,2.4161830078810453,6.263351999223232,15.633421018719673,22.900382056832314
119,72.545349227,47891,8378,226,3495,15,2.3402899969369173,3.0576330609619617,5.99062186665833,2.443362958729267,6.566751282662153,15.00073610804975,21.026484901085496
120,72.64278982,47865,8411,228,3536,16,2.548829885199666,3.475464880466461,6.3489030580967665,2.1494741085916758,6.017111008986831,14.515488175675273,21.47427387535572
121,72.740255455,47870,8513,229,2235,19,2.4144791532307863,3.0663800425827503,6.622935878112912,3.2754000276327133,6.28289021551609,16.181226121261716,22.227623034268618
122,72.837730256,47846,8641,233,3215,19,2.330521820113063,2.786664990708232,6.72318390570581,2.7952310629189014,6.127689033746719,15.64610400237143,21.320234052836895
123,72.935202766,47889,8727,237,3398,20,2.3762669879943132,3.227740991860628,6.295033032074571,2.5938248727470636,7.768951123580337,16.65780902840197,23.05320813320577
124,73.032678734,47944,8646,239,3486,19,2.3282079491764307,2.7558179572224617,6.211245898157358,2.375866984948516,5.693936254829168,14.281049137935042,19.92217800579965
125,73.130150244,47998,8617,243,3574,21,3.251435002312064,3.7875589914619923,6.561702117323875,2.190039027482271,5.956007866188884,14.70774901099503,22.319234907627106
126,73.227625587,48109,8655,246,3671,22,2.439595991745591,3.1270920298993587,5.936131114140153,2.2540390491485596,5.570545792579651,13.760715955868363,19.88012995570898
127,73.325098514,48178,8783,247,2143,26,2.9091949108988047,3.2360469922423363,6.847697077319026,2.670327899977565,5.843928083777428,15.361953061074018,22.094914922490716
128,73.422572982,48265,8932,248,3279,22,2.4437028914690018,3.3884020522236824,6.465621991083026,2.606418915092945,5.827577086165547,14.899617992341518,21.30024810321629
129,73.520046408,48223,9022,250,3460,21,3.183468943461776,3.21219302713871,6.644095992669463,2.913482952862978,5.7798579800873995,15.33743692561984,22.30344503186643
130,73.617520043,48259,8977,252,3572,20,2.3626929614692926,2.789490856230259,6.2490159180015326,2.077789045870304,6.029946031048894,14.35675099492073,20.06175904534757
131,73.714993386,48198,8817,258,3697,21,2.3574018850922585,4.232861800119281,6.775731919333339,2.3647258058190346,6.407543085515499,15.548000810667872,22.72993396036327
132,73.812467104,48058,8811,258,3712,21,2.409910084679723,3.0234181322157383,5.784637061879039,2.242047106847167,5.691692931577563,13.718377100303769,19.685203908011317
133,73.909940072,47995,8921,264,2738,24,2.4002729915082455,1.71749503351748,5.655033979564905,2.816400956362486,6.6032500471919775,15.074684983119369,19.760013790801167
134,74.007412916,48048,9050,265,3498,19,2.3598370607942343,2.7517799753695726,5.382715025916696,2.0534431096166372,6.075200857594609,13.511358993127942,19.174037966877222
135,74.1048878,48005,9174,265,3651,18,2.4420111440122128,3.3441889099776745,6.546451942995191,1.985996961593628,5.9851540718227625,14.517602976411581,20.912912907078862
136,74.202362102,48041,9291,266,3688,20,2.4180759210139513,3.1535420566797256,6.73782080411911,3.2552829943597317,6.0439333319664,16.037037130445242,22.367965895682573
137,74.299836112,47995,9262,268,3747,20,2.3728308733552694,2.7843709103763103,5.969422869384289,2.808517077937722,5.839480087161064,14.617420034483075,20.33994998782873
138,74.397308496,47943,9153,268,3760,20,2.7250200510025024,4.031375981867313,6.508302176371217,2.222229028120637,6.019075866788626,14.74960707128048,22.05000096000731
139,74.494782923,47899,9039,271,2706,21,2.4648031685501337,2.905467990785837,6.125624990090728,3.4575217869132757,5.790548166260123,15.373694943264127,21.334049990400672
140,74.592256183,47885,9157,272,3363,18,2.7102918829768896,3.136490937322378,6.217346992343664,2.1948080975562334,5.963222123682499,14.375377213582397,20.76346310786903
141,74.689733234,47852,9562,276,3663,18,2.2932831197977066,3.1351279467344284,6.60041393712163,2.0318329334259033,6.254276027902961,14.886522898450494,20.858241012319922
142,74.787204161,47875,9762,283,3817,16,2.6253440883010626,2.8346951585263014,8.609303971752524,2.364545129239559,6.394458934664726,17.36830803565681,23.369129979982972
143,74.884677712,47816,9726,286,3925,15,2.3511401377618313,2.8913309797644615,7.013116963207722,2.255511935800314,5.77494828030467,15.043577179312706,20.844625076279044
144,74.982152388,47773,9550,287,3974,16,2.9922309331595898,3.016154980286956,7.9215760342776775,2.2526259999722242,9.398962836712599,19.5731648709625,26.273176074028015
145,75.07962619,47744,9337,289,2882,21,2.4927048943936825,4.25951206125319,7.022985024377704,6.415246985852718,11.870517861098051,25.308749871328473,32.68341301009059
146,75.177098991,47743,9168,290,3596,18,3.2378300093114376,3.198476042598486,6.206236081197858,2.865432994440198,6.5174889750778675,15.589158050715923,22.718752035871148
147,75.274611876,47707,9367,291,3688,18,2.4332250468432903,2.8853409457951784,5.674451123923063,2.9398221522569656,5.748789757490158,14.363063033670187,20.2226007822901
148,75.372047594,47725,9708,291,3775,18,2.45563592761755,4.30908496491611,9.78459301404655,2.182475058361888,6.42805197276175,18.395120045170188,25.714289164170623
149,75.469520271,47613,9787,295,3873,20,2.8602140955626965,5.171680124476552,8.987481007352471,2.0255011040717363,6.25801389105618,17.270996002480388,25.882012909278274
150,75.567032322,47587,9399,296,3913,21,2.3100930266082287,3.3862381242215633,7.860473124310374,2.110790926963091,8.303761016577482,18.275025067850947,24.51121690683067
151,75.664506165,47539,8913,296,2805,27,2.454774919897318,2.9262469615787268,6.335919024422765,4.609266994521022,7.8128729946911335,18.75805901363492,24.795148987323046
152,75.761941633,47490,8707,301,3536,23,2.3252118844538927,3.346203127875924,8.87211482040584,2.2411050740629435,7.3716482147574425,18.484868109226227,24.754652986302972
153,75.85941606,47467,8964,303,3762,23,2.50957696698606,3.106173826381564,9.087319020181894,2.3133400827646255,9.250352857634425,20.651011960580945,27.045961935073137
154,75.956889028,47479,9359,306,3913,23,2.329810056835413,2.8354369569569826,8.230083854869008,2.472116844728589,7.004791405051947,17.706992104649544,23.44102505594492
155,76.054362955,47595,9628,307,3978,24,2.3871581070125103,3.4950817935168743,8.07128706946969,2.385074971243739,6.249375874176621,16.70573791489005,23.1992918998003
156,76.151839964,47643,9380,307,3988,24,2.3824290838092566,2.8234950732439756,7.623067824169993,2.4638320319354534,5.755983293056488,15.842883149161935,21.632760064676404
157,76.249320016,47607,8984,313,3084,33,2.3662589956074953,3.5487220156937838,8.021253161132336,2.7307309210300446,6.412392016500235,17.164376098662615,23.635038174688816
158,76.346783359,47709,8809,317,3683,26,2.3560200352221727,3.0828099697828293,8.874009130522609,2.1982539910823107,5.90660679154098,16.9788699131459,22.991302888840437
159,76.444279369,47746,8821,323,3916,28,2.5043170899152756,4.11789701320231,8.38604592718184,2.8123040683567524,6.956180091947317,18.15453008748591,25.38093482144177
160,76.541731378,47775,9029,326,4017,27,2.384413033723831,2.9887440614402294,7.438993081450462,2.232539001852274,6.289150798693299,15.960682881996036,22.00012793764472
161,76.639205888,47773,9207,331,4152,27,2.3382268846035004,2.996267983689904,6.73251086845994,2.2985918913036585,5.810586269944906,14.841689029708505,20.718988962471485
162,76.73667844,47781,9246,334,4232,24,2.3602580185979605,2.862658118829131,7.819405989721417,1.956431893631816,5.867422092705965,15.643259976059198,21.41210692934692
163,76.8341532,47859,9118,338,2867,32,2.363224048167467,3.075577085837722,8.234551874920726,2.9641480650752783,8.093910058960319,19.292609998956323,25.43452614918351
164,76.931625959,47822,8927,338,3866,28,2.787546953186393,3.1435831915587187,9.782549925148487,2.9160180129110813,6.671827053651214,19.370394991710782,25.87033179588616
165,77.029100094,47766,8868,339,4000,27,3.3368051517754793,3.212663112208247,6.7141258623450994,2.640511840581894,5.708816461265087,15.06345416419208,22.16630894690752
166,77.126574729,47803,9037,345,4098,26,2.4543940089643,2.744266064837575,6.548136007040739,2.34718294814229,6.287859985604882,15.183178940787911,20.989506039768457
167,77.224048447,47691,9237,349,4213,27,2.312728902325034,2.741751028224826,7.601386867463589,2.34187301248312,5.5695450864732265,15.512804966419935,21.1477919947356
168,77.321521582,47740,9406,350,4254,26,2.477566944435239,3.4238980151712894,6.536785047501326,2.956463024020195,7.140895817428827,16.634143888950348,23.13906908966601
169,77.418996592,47722,9404,353,2860,29,2.3621912114322186,2.9860390350222588,8.512903936207294,6.667139008641243,6.362478015944362,21.5425209607929,27.45517692528665
170,77.516470226,47671,9258,354,3875,27,2.4288571439683437,3.5636299289762974,7.139262044802308,2.131890971213579,6.827197968959808,16.098350984975696,22.674079053103924
171,77.613943528,47747,8927,355,4014,30,2.45855120010674,2.936887089163065,6.939388113096356,2.1312290336936712,6.318716797977686,15.389333944767714,21.647437009960413
172,77.711417121,47755,8684,358,4077,30,2.380305901169777,3.1502461060881615,7.038444047793746,2.583615016192198,6.43603689968586,16.058095963671803,22.407389944419265
173,77.808890464,47774,8851,362,4121,33,2.4004229344427586,3.2983229029923677,7.140724919736385,2.23318999633193,6.69120391830802,16.065118834376335,22.33814005739987
174,77.906365349,47830,9090,366,4197,31,2.394031034782529,2.8697610832750797,7.4595618061721325,3.6938439588993788,6.576269399374723,17.729675164446235,23.65685789845884
175,78.003837692,47850,9232,368,3217,36,2.5095571763813496,3.0411819461733103,6.652822019532323,3.3415849320590496,6.653723074123263,16.648130025714636,22.79429300688207
